0.743038549,New Point
7.476825397,New Point
10.913378685,New Point
14.303492063,New Point
17.670385488,New Point
21.176598639,New Point
24.404172336,New Point
27.817505669,New Point
31.161179138,New Point
34.551292517,New Point
37.894965986,New Point
39.543582766,New Point
41.308299320,New Point
44.651972789,New Point
46.323809524,New Point
48.088526077,New Point
51.478639456,New Point
54.845532880,New Point
58.235646259,New Point
59.884263039,New Point
61.672199546,New Point
63.320816327,New Point
64.992653061,New Point
68.359546485,New Point
71.772879819,New Point
74.303854875,New Point
74.884353741,New Point
76.811609977,New Point
78.529886621,New Point
81.850340136,New Point
85.263673469,New Point
88.607346939,New Point
92.020680272,New Point
95.410793651,New Point
98.754467120,New Point
100.472743764,New Point
102.167800454,New Point
105.511473923,New Point
107.160090703,New Point
108.971247166,New Point
112.338140590,New Point
115.705034014,New Point
119.048707483,New Point
120.697324263,New Point
122.485260771,New Point
124.157097506,New Point
125.875374150,New Point
129.242267574,New Point
132.585941043,New Point
135.233015873,New Point
135.813514739,New Point
137.671111111,New Point
139.366167800,New Point
142.733061224,New Point
145.960634921,New Point
149.472653061,New Point
151.179319728,New Point
152.833741497,New Point
156.264489796,New Point
159.625578231,New Point
162.986666667,New Point
164.658503401,New Point
166.434829932,New Point
168.106666667,New Point
169.813333333,New Point
173.174421769,New Point
176.570340136,New Point
179.043265306,New Point
179.705034014,New Point
181.568435374,New Point
183.814965986,New Point
