0.905578231,New Point
2.066575964,New Point
3.250793651,New Point
4.481451247,New Point
5.503129252,New Point
6.664126984,New Point
7.871564626,New Point
10.170340136,New Point
11.377777778,New Point
12.469115646,New Point
13.653333333,New Point
14.721451247,New Point
15.928888889,New Point
17.113106576,New Point
19.574421769,New Point
21.803537415,New Point
24.032653061,New Point
26.447528345,New Point
28.746303855,New Point
31.091519274,New Point
33.367074830,New Point
37.941405896,New Point
40.263401361,New Point
42.608616780,New Point
47.275827664,New Point
49.737142857,New Point
52.012698413,New Point
54.218594104,New Point
59.071564626,New Point
60.023582766,New Point
61.277460317,New Point
62.368798186,New Point
63.553015873,New Point
64.690793651,New Point
65.851791383,New Point
68.150566893,New Point
69.404444444,New Point
70.565442177,New Point
71.656780045,New Point
72.864217687,New Point
73.955555556,New Point
75.116553288,New Point
77.601088435,New Point
79.760544218,New Point
82.059319728,New Point
84.474195011,New Point
86.796190476,New Point
89.280725624,New Point
91.254421769,New Point
95.875192744,New Point
98.359727891,New Point
100.728163265,New Point
105.418594104,New Point
107.763809524,New Point
110.039365079,New Point
112.384580499,New Point
114.729795918,New Point
115.890793651,New Point
117.098231293,New Point
118.189569161,New Point
119.373786848,New Point
120.534784580,New Point
121.695782313,New Point
123.971337868,New Point
125.155555556,New Point
126.246893424,New Point
127.477551020,New Point
128.684988662,New Point
129.845986395,New Point
130.960544218,New Point
133.305759637,New Point
137.972970522,New Point
142.570521542,New Point
144.962176871,New Point
147.284172336,New Point
151.881723356,New Point
156.548934240,New Point
161.123265306,New Point
163.398820862,New Point
165.767256236,New Point
168.112471655,New Point
170.527346939,New Point
171.572244898,New Point
172.779682540,New Point
174.103219955,New Point
175.078458050,New Point
176.216235828,New Point
177.400453515,New Point
179.722448980,New Point
180.906666667,New Point
182.067664399,New Point
183.251882086,New Point
184.436099773,New Point
185.573877551,New Point
186.734875283,New Point
189.080090703,New Point
190.241088435,New Point
191.425306122,New Point
192.563083900,New Point
193.724081633,New Point
194.885079365,New Point
196.092517007,New Point
198.344852608,New Point
199.529070295,New Point
200.713287982,New Point
201.874285714,New Point
203.035283447,New Point
204.149841270,New Point
205.357278912,New Point
207.632834467,New Point
208.793832200,New Point
209.931609977,New Point
211.185487528,New Point
212.230385488,New Point
213.484263039,New Point
216.711836735,New Point
