0.348299320,New Point
5.526349206,New Point
8.103764172,New Point
10.866938776,New Point
13.514013605,New Point
16.137868481,New Point
18.738503401,New Point
21.478458050,New Point
24.125532880,New Point
29.512562358,New Point
32.252517007,New Point
34.853151927,New Point
36.176689342,New Point
37.523446712,New Point
40.193741497,New Point
42.933696145,New Point
45.557551020,New Point
46.834648526,New Point
48.181405896,New Point
50.898140590,New Point
53.545215420,New Point
56.169070295,New Point
58.816145125,New Point
61.463219955,New Point
64.133514739,New Point
66.827029478,New Point
69.497324263,New Point
75.511292517,New Point
78.181587302,New Point
80.805442177,New Point
82.198639456,New Point
83.498956916,New Point
86.192471655,New Point
88.862766440,New Point
91.486621315,New Point
92.833378685,New Point
94.156916100,New Point
96.920090703,New Point
99.474285714,New Point
102.167800454,New Point
104.814875283,New Point
107.554829932,New Point
110.178684807,New Point
112.825759637,New Point
115.542494331,New Point
118.166349206,New Point
119.489886621,New Point
120.859863946,New Point
123.553378685,New Point
126.177233560,New Point
128.847528345,New Point
130.194285714,New Point
131.494603175,New Point
134.211337868,New Point
136.858412698,New Point
139.598367347,New Point
142.175782313,New Point
144.822857143,New Point
